site_os_id,race,Percent_Hospital,Percent_Region,Percent_State,outcome
37475,FL_Hispanic,0.93,0.96,0.94,1
37475,White,0.96,0.94,0.93,1
37475,FL_Hispanic,1.00,0.97,0.97,2
37475,White,0.67,0.92,0.94,2
37475,FL_Hispanic,1.00,0.44,0.43,3
37475,White,0.33,0.34,0.37,3
37475,Black,1.00,0.98,0.98,4
37475,FL_Hispanic,1.00,0.98,0.97,4
37475,White,0.99,0.98,0.98,4
37475,Black,1.00,0.99,0.98,5
37475,FL_Hispanic,1.00,0.99,0.98,5
37475,White,0.98,0.98,0.97,5
37475,Black,1.00,1.00,0.99,6
37475,FL_Hispanic,1.00,0.99,0.99,6
37475,White,1.00,1.00,0.99,6
37475,White,1.00,0.97,0.97,7
37475,Black,1.00,0.99,0.98,8
37475,FL_Hispanic,0.86,0.98,0.98,8
37475,White,1.00,0.97,0.97,8
37475,Black,1.00,0.94,0.97,9
37475,FL_Hispanic,1.00,1.00,0.97,9
37475,White,1.00,0.95,0.98,9
37475,FL_Hispanic,0.14,0.20,0.36,10
37475,White,0.08,0.26,0.36,10
37476,Black,0.93,0.94,0.94,1
37476,FL_Hispanic,0.88,0.96,0.94,1
37476,White,0.93,0.94,0.93,1
37476,Black,1.00,0.98,0.98,4
37476,FL_Hispanic,1.00,0.98,0.97,4
37476,White,1.00,0.98,0.98,4
37476,Black,1.00,0.99,0.98,5
37476,FL_Hispanic,0.94,0.99,0.98,5
37476,White,1.00,0.98,0.97,5
37476,Black,1.00,1.00,0.99,6
37476,FL_Hispanic,1.00,0.99,0.99,6
37476,White,1.00,1.00,0.99,6
37476,Black,1.00,0.94,0.97,7
37476,FL_Hispanic,1.00,1.00,0.98,7
37476,White,0.89,0.97,0.97,7
37476,Black,0.89,0.99,0.98,8
37476,FL_Hispanic,0.93,0.98,0.98,8
37476,White,0.93,0.97,0.97,8
37476,Black,1.00,0.94,0.97,9
37476,FL_Hispanic,1.00,1.00,0.97,9
37476,White,1.00,0.95,0.98,9
37476,White,0.05,0.26,0.36,10
37494,Black,0.95,0.94,0.94,1
37494,FL_Hispanic,1.00,0.96,0.94,1
37494,White,0.97,0.94,0.93,1
37494,Black,1.00,0.90,0.96,2
37494,FL_Hispanic,1.00,0.97,0.97,2
37494,White,0.96,0.92,0.94,2
37494,Black,0.38,0.37,0.42,3
37494,FL_Hispanic,0.39,0.44,0.43,3
37494,White,0.43,0.34,0.37,3
37494,Black,0.99,0.98,0.98,4
37494,FL_Hispanic,1.00,0.98,0.97,4
37494,White,0.99,0.98,0.98,4
37494,Black,1.00,0.99,0.98,5
37494,FL_Hispanic,1.00,0.99,0.98,5
37494,White,1.00,0.98,0.97,5
37494,Black,1.00,1.00,0.99,6
37494,FL_Hispanic,1.00,0.99,0.99,6
37494,White,1.00,1.00,0.99,6
37494,Black,1.00,0.94,0.97,7
37494,FL_Hispanic,1.00,1.00,0.98,7
37494,White,1.00,0.97,0.97,7
37494,Black,0.99,0.99,0.98,8
37494,FL_Hispanic,1.00,0.98,0.98,8
37494,White,1.00,0.97,0.97,8
37494,Black,0.84,0.94,0.97,9
37494,FL_Hispanic,1.00,1.00,0.97,9
37494,White,0.92,0.95,0.98,9
37494,Black,0.18,0.22,0.28,10
37494,FL_Hispanic,0.29,0.20,0.36,10
37494,White,0.31,0.26,0.36,10
37494,Black,0.56,0.47,0.46,11
37494,FL_Hispanic,0.42,0.43,0.68,11
37494,White,0.47,0.44,0.52,11
37495,Black,0.94,0.94,0.94,1
37495,FL_Hispanic,0.96,0.96,0.94,1
37495,White,0.95,0.94,0.93,1
37495,FL_Hispanic,1.00,0.97,0.97,2
37495,White,1.00,0.92,0.94,2
37495,FL_Hispanic,0.25,0.44,0.43,3
37495,White,0.29,0.34,0.37,3
37495,Black,1.00,0.98,0.98,4
37495,FL_Hispanic,0.96,0.98,0.97,4
37495,White,0.97,0.98,0.98,4
37495,Black,1.00,0.99,0.98,5
37495,FL_Hispanic,1.00,0.99,0.98,5
37495,White,1.00,0.98,0.97,5
37495,Black,0.94,1.00,0.99,6
37495,FL_Hispanic,1.00,0.99,0.99,6
37495,White,0.99,1.00,0.99,6
37495,FL_Hispanic,1.00,1.00,0.98,7
37495,White,1.00,0.97,0.97,7
37495,Black,1.00,0.99,0.98,8
37495,FL_Hispanic,1.00,0.98,0.98,8
37495,White,1.00,0.97,0.97,8
37495,Black,1.00,0.94,0.97,9
37495,FL_Hispanic,1.00,1.00,0.97,9
37495,White,0.91,0.95,0.98,9
37495,Black,0.13,0.22,0.28,10
37495,White,0.04,0.26,0.36,10
37495,White,0.25,0.44,0.52,11
37496,Black,1.00,0.94,0.94,1
37496,FL_Hispanic,1.00,0.96,0.94,1
37496,White,0.92,0.94,0.93,1
37496,FL_Hispanic,1.00,0.97,0.97,2
37496,White,1.00,0.92,0.94,2
37496,FL_Hispanic,0.50,0.44,0.43,3
37496,White,0.75,0.34,0.37,3
37496,Black,1.00,0.98,0.98,4
37496,FL_Hispanic,1.00,0.98,0.97,4
37496,White,1.00,0.98,0.98,4
37496,Black,1.00,0.99,0.98,5
37496,FL_Hispanic,1.00,0.99,0.98,5
37496,White,0.97,0.98,0.97,5
37496,Black,1.00,1.00,0.99,6
37496,FL_Hispanic,1.00,0.99,0.99,6
37496,White,1.00,1.00,0.99,6
37496,FL_Hispanic,1.00,1.00,0.98,7
37496,White,1.00,0.97,0.97,7
37496,Black,1.00,0.99,0.98,8
37496,FL_Hispanic,1.00,0.98,0.98,8
37496,White,0.93,0.97,0.97,8
37496,Black,1.00,0.94,0.97,9
37496,FL_Hispanic,1.00,1.00,0.97,9
37496,White,1.00,0.95,0.98,9
37496,Black,0.40,0.22,0.28,10
37496,FL_Hispanic,0.28,0.20,0.36,10
37496,White,0.24,0.26,0.36,10
37496,FL_Hispanic,0.50,0.43,0.68,11
37496,White,1.00,0.44,0.52,11
37556,Black,0.88,0.93,0.94,1
37556,FL_Hispanic,1.00,0.92,0.94,1
37556,White,0.87,0.93,0.93,1
37556,White,1.00,0.94,0.94,2
37556,White,0.14,0.31,0.37,3
37556,Black,0.94,0.97,0.98,4
37556,FL_Hispanic,1.00,0.97,0.97,4
37556,White,0.96,0.97,0.98,4
37556,Black,1.00,0.98,0.98,5
37556,FL_Hispanic,1.00,0.99,0.98,5
37556,White,0.94,0.98,0.97,5
37556,Black,0.94,0.99,0.99,6
37556,FL_Hispanic,1.00,0.98,0.99,6
37556,White,0.97,0.99,0.99,6
37556,White,1.00,0.97,0.97,7
37556,Black,1.00,0.96,0.98,8
37556,FL_Hispanic,1.00,0.96,0.98,8
37556,White,0.95,0.97,0.97,8
37556,Black,1.00,0.99,0.97,9
37556,FL_Hispanic,1.00,1.00,0.97,9
37556,White,1.00,0.99,0.98,9
37556,Black,0.14,0.22,0.28,10
37556,White,0.25,0.34,0.36,10
37556,White,0.50,0.39,0.52,11
37818,PR_Hispanic,0.74,0.63,0.63,1
37818,PR_Hispanic,0.96,0.67,0.67,2
37818,PR_Hispanic,0.47,0.54,0.54,3
37818,PR_Hispanic,0.86,0.85,0.85,4
37818,PR_Hispanic,0.90,0.79,0.79,5
37818,PR_Hispanic,0.96,0.93,0.93,6
37818,PR_Hispanic,0.97,0.93,0.93,7
37818,PR_Hispanic,0.88,0.83,0.83,8
37818,PR_Hispanic,1.00,0.95,0.95,9
37818,PR_Hispanic,0.19,0.29,0.29,10
37818,PR_Hispanic,0.50,0.49,0.49,11
37896,Black,0.97,0.91,0.94,1
37896,FL_Hispanic,1.00,0.96,0.94,1
37896,White,0.93,0.91,0.93,1
37896,Black,1.00,1.00,0.96,2
37896,White,0.96,0.89,0.94,2
37896,Black,0.53,0.45,0.42,3
37896,FL_Hispanic,0.50,0.50,0.43,3
37896,White,0.57,0.42,0.37,3
37896,Black,1.00,0.99,0.98,4
37896,FL_Hispanic,1.00,1.00,0.97,4
37896,White,0.99,0.98,0.98,4
37896,Black,0.99,0.96,0.98,5
37896,FL_Hispanic,1.00,1.00,0.98,5
37896,White,0.97,0.95,0.97,5
37896,Black,0.99,0.98,0.99,6
37896,FL_Hispanic,1.00,0.95,0.99,6
37896,White,1.00,0.99,0.99,6
37896,Black,1.00,1.00,0.97,7
37896,FL_Hispanic,1.00,1.00,0.98,7
37896,White,1.00,0.98,0.97,7
37896,Black,0.99,0.95,0.98,8
37896,FL_Hispanic,1.00,0.94,0.98,8
37896,White,0.97,0.95,0.97,8
37896,Black,0.96,0.96,0.97,9
37896,FL_Hispanic,1.00,1.00,0.97,9
37896,White,0.97,0.99,0.98,9
37896,Black,0.32,0.32,0.28,10
37896,FL_Hispanic,0.17,0.05,0.36,10
37896,White,0.34,0.40,0.36,10
37896,Black,0.55,0.42,0.46,11
37896,White,0.70,0.49,0.52,11
40934,Black,0.86,0.91,0.94,1
40934,FL_Hispanic,1.00,0.96,0.94,1
40934,White,0.83,0.91,0.93,1
40934,White,0.63,0.89,0.94,2
40934,White,0.43,0.42,0.37,3
40934,Black,1.00,0.99,0.98,4
40934,FL_Hispanic,1.00,1.00,0.97,4
40934,White,0.97,0.98,0.98,4
40934,Black,0.86,0.96,0.98,5
40934,FL_Hispanic,1.00,1.00,0.98,5
40934,White,0.92,0.95,0.97,5
40934,Black,1.00,0.98,0.99,6
40934,FL_Hispanic,1.00,0.95,0.99,6
40934,White,0.98,0.99,0.99,6
40934,White,1.00,0.98,0.97,7
40934,Black,1.00,0.95,0.98,8
40934,FL_Hispanic,1.00,0.94,0.98,8
40934,White,0.94,0.95,0.97,8
40934,Black,1.00,0.96,0.97,9
40934,White,1.00,0.99,0.98,9
40934,White,0.40,0.40,0.36,10
40934,White,0.50,0.49,0.52,11
43254,PR_Hispanic,0.79,0.63,0.63,1
43254,PR_Hispanic,0.88,0.67,0.67,2
43254,PR_Hispanic,0.90,0.54,0.54,3
43254,PR_Hispanic,0.93,0.85,0.85,4
43254,PR_Hispanic,0.87,0.79,0.79,5
43254,PR_Hispanic,1.00,0.93,0.93,6
43254,PR_Hispanic,1.00,0.93,0.93,7
43254,PR_Hispanic,1.00,0.83,0.83,8
43254,PR_Hispanic,1.00,0.95,0.95,9
43254,PR_Hispanic,0.89,0.29,0.29,10
43254,PR_Hispanic,0.51,0.49,0.49,11
45054,PR_Hispanic,0.23,0.63,0.63,1
45054,PR_Hispanic,0.25,0.67,0.67,2
45054,PR_Hispanic,0.43,0.54,0.54,3
45054,PR_Hispanic,0.54,0.85,0.85,4
45054,PR_Hispanic,0.54,0.79,0.79,5
45054,PR_Hispanic,0.78,0.93,0.93,6
45054,PR_Hispanic,0.89,0.93,0.93,7
45054,PR_Hispanic,0.63,0.83,0.83,8
45054,PR_Hispanic,0.50,0.95,0.95,9
45054,PR_Hispanic,0.39,0.29,0.29,10
47534,Black,0.75,0.93,0.94,1
47534,FL_Hispanic,1.00,0.92,0.94,1
47534,White,0.95,0.93,0.93,1
47534,Black,1.00,0.96,0.96,2
47534,White,1.00,0.94,0.94,2
47534,Black,0.33,0.32,0.42,3
47534,White,0.32,0.31,0.37,3
47534,Black,1.00,0.97,0.98,4
47534,FL_Hispanic,1.00,0.97,0.97,4
47534,White,1.00,0.97,0.98,4
47534,Black,1.00,0.98,0.98,5
47534,FL_Hispanic,1.00,0.99,0.98,5
47534,White,0.95,0.98,0.97,5
47534,Black,1.00,0.99,0.99,6
47534,FL_Hispanic,1.00,0.98,0.99,6
47534,White,1.00,0.99,0.99,6
47534,White,1.00,0.97,0.97,7
47534,Black,0.67,0.96,0.98,8
47534,FL_Hispanic,1.00,0.96,0.98,8
47534,White,1.00,0.97,0.97,8
47534,Black,1.00,0.99,0.97,9
47534,White,1.00,0.99,0.98,9
47534,Black,1.00,0.22,0.28,10
47534,FL_Hispanic,1.00,0.22,0.36,10
47534,White,0.88,0.34,0.36,10
47534,White,0.25,0.39,0.52,11
47874,White,0.57,0.93,0.93,1
47874,White,1.00,0.97,0.98,4
47874,White,0.86,0.98,0.97,5
47874,White,0.86,0.99,0.99,6
47874,White,1.00,0.97,0.97,7
47874,White,0.83,0.97,0.97,8
47874,White,0.57,0.34,0.36,10
51154,PR_Hispanic,0.66,0.63,0.63,1
51154,PR_Hispanic,1.00,0.67,0.67,2
51154,PR_Hispanic,0.78,0.54,0.54,3
51154,PR_Hispanic,0.93,0.85,0.85,4
51154,PR_Hispanic,0.74,0.79,0.79,5
51154,PR_Hispanic,0.98,0.93,0.93,6
51154,PR_Hispanic,0.97,0.93,0.93,7
51154,PR_Hispanic,0.86,0.83,0.83,8
51154,PR_Hispanic,1.00,0.95,0.95,9
51154,PR_Hispanic,0.16,0.29,0.29,10
51154,PR_Hispanic,0.57,0.49,0.49,11
57095,Black,0.98,0.94,0.94,1
57095,FL_Hispanic,0.84,0.93,0.94,1
57095,White,0.91,0.94,0.93,1
57095,Black,1.00,0.98,0.96,2
57095,FL_Hispanic,1.00,0.97,0.97,2
57095,White,1.00,0.96,0.94,2
57095,Black,0.83,0.47,0.42,3
57095,FL_Hispanic,0.38,0.44,0.43,3
57095,White,0.22,0.43,0.37,3
57095,Black,1.00,0.97,0.98,4
57095,FL_Hispanic,1.00,0.97,0.97,4
57095,White,0.98,0.98,0.98,4
57095,Black,0.98,0.98,0.98,5
57095,FL_Hispanic,0.92,0.98,0.98,5
57095,White,0.96,0.97,0.97,5
57095,Black,1.00,0.99,0.99,6
57095,FL_Hispanic,0.94,0.99,0.99,6
57095,White,0.98,0.99,0.99,6
57095,Black,1.00,0.98,0.97,7
57095,FL_Hispanic,1.00,0.97,0.98,7
57095,White,0.75,0.97,0.97,7
57095,Black,1.00,0.99,0.98,8
57095,FL_Hispanic,0.96,0.98,0.98,8
57095,White,1.00,0.98,0.97,8
57095,Black,1.00,0.97,0.97,9
57095,FL_Hispanic,1.00,0.95,0.97,9
57095,White,1.00,0.99,0.98,9
57095,Black,0.32,0.32,0.28,10
57095,FL_Hispanic,0.35,0.43,0.36,10
57095,White,0.20,0.45,0.36,10
57095,Black,0.80,0.54,0.46,11
57095,FL_Hispanic,0.67,0.76,0.68,11
57095,White,0.33,0.66,0.52,11
57242,Black,1.00,0.94,0.94,1
57242,FL_Hispanic,1.00,0.93,0.94,1
57242,White,1.00,0.94,0.93,1
57242,FL_Hispanic,1.00,0.97,0.97,2
57242,White,1.00,0.96,0.94,2
57242,Black,0.25,0.47,0.42,3
57242,FL_Hispanic,0.50,0.44,0.43,3
57242,White,0.40,0.43,0.37,3
57242,Black,1.00,0.97,0.98,4
57242,FL_Hispanic,1.00,0.97,0.97,4
57242,White,1.00,0.98,0.98,4
57242,Black,1.00,0.98,0.98,5
57242,FL_Hispanic,1.00,0.98,0.98,5
57242,White,1.00,0.97,0.97,5
57242,Black,1.00,0.99,0.99,6
57242,FL_Hispanic,1.00,0.99,0.99,6
57242,White,1.00,0.99,0.99,6
57242,Black,1.00,0.98,0.97,7
57242,White,1.00,0.97,0.97,7
57242,Black,1.00,0.99,0.98,8
57242,FL_Hispanic,1.00,0.98,0.98,8
57242,White,1.00,0.98,0.97,8
57242,Black,1.00,0.97,0.97,9
57242,FL_Hispanic,1.00,0.95,0.97,9
57242,White,1.00,0.99,0.98,9
57242,Black,0.05,0.32,0.28,10
57242,FL_Hispanic,0.17,0.43,0.36,10
57242,White,0.10,0.45,0.36,10
57242,Black,1.00,0.54,0.46,11
57242,White,0.50,0.66,0.52,11
65056,Black,0.91,0.94,0.94,1
65056,FL_Hispanic,0.91,0.96,0.94,1
65056,White,0.96,0.94,0.93,1
65056,Black,0.67,0.90,0.96,2
65056,FL_Hispanic,1.00,0.97,0.97,2
65056,White,0.67,0.92,0.94,2
65056,Black,0.38,0.37,0.42,3
65056,FL_Hispanic,0.63,0.44,0.43,3
65056,White,0.28,0.34,0.37,3
65056,Black,0.97,0.98,0.98,4
65056,FL_Hispanic,0.96,0.98,0.97,4
65056,White,0.99,0.98,0.98,4
65056,Black,0.98,0.99,0.98,5
65056,FL_Hispanic,0.93,0.99,0.98,5
65056,White,0.99,0.98,0.97,5
65056,Black,1.00,1.00,0.99,6
65056,FL_Hispanic,1.00,0.99,0.99,6
65056,White,1.00,1.00,0.99,6
65056,Black,0.75,0.94,0.97,7
65056,FL_Hispanic,1.00,1.00,0.98,7
65056,White,1.00,0.97,0.97,7
65056,Black,1.00,0.99,0.98,8
65056,FL_Hispanic,1.00,0.98,0.98,8
65056,White,1.00,0.97,0.97,8
65056,Black,1.00,0.94,0.97,9
65056,FL_Hispanic,1.00,1.00,0.97,9
65056,White,1.00,0.95,0.98,9
65056,Black,0.09,0.22,0.28,10
65056,FL_Hispanic,0.10,0.20,0.36,10
65056,White,0.15,0.26,0.36,10
65056,Black,0.20,0.47,0.46,11
65695,Black,0.88,0.94,0.94,1
65695,FL_Hispanic,0.71,0.93,0.94,1
65695,White,0.79,0.94,0.93,1
65695,FL_Hispanic,1.00,0.97,0.97,2
65695,White,0.86,0.96,0.94,2
65695,FL_Hispanic,0.50,0.44,0.43,3
65695,White,0.37,0.43,0.37,3
65695,Black,1.00,0.97,0.98,4
65695,FL_Hispanic,1.00,0.97,0.97,4
65695,White,0.95,0.98,0.98,4
65695,Black,0.88,0.98,0.98,5
65695,FL_Hispanic,0.82,0.98,0.98,5
65695,White,0.86,0.97,0.97,5
65695,Black,1.00,0.99,0.99,6
65695,FL_Hispanic,1.00,0.99,0.99,6
65695,White,0.97,0.99,0.99,6
65695,Black,1.00,0.98,0.97,7
65695,FL_Hispanic,0.75,0.97,0.98,7
65695,White,0.88,0.97,0.97,7
65695,Black,1.00,0.99,0.98,8
65695,FL_Hispanic,0.91,0.98,0.98,8
65695,White,0.93,0.98,0.97,8
65695,FL_Hispanic,1.00,0.95,0.97,9
65695,White,0.96,0.99,0.98,9
65695,Black,0.50,0.32,0.28,10
65695,FL_Hispanic,0.42,0.43,0.36,10
65695,White,0.57,0.45,0.36,10
65695,White,0.29,0.66,0.52,11
69905,PR_Hispanic,0.12,0.63,0.63,1
69905,PR_Hispanic,0.60,0.85,0.85,4
69905,PR_Hispanic,0.52,0.79,0.79,5
69905,PR_Hispanic,1.00,0.93,0.93,6
69905,PR_Hispanic,0.50,0.83,0.83,8
69905,PR_Hispanic,0.08,0.29,0.29,10
71305,PR_Hispanic,0.79,0.63,0.63,1
71305,PR_Hispanic,1.00,0.67,0.67,2
71305,PR_Hispanic,0.22,0.54,0.54,3
71305,PR_Hispanic,0.98,0.85,0.85,4
71305,PR_Hispanic,0.84,0.79,0.79,5
71305,PR_Hispanic,1.00,0.93,0.93,6
71305,PR_Hispanic,1.00,0.93,0.93,7
71305,PR_Hispanic,0.95,0.83,0.83,8
71305,PR_Hispanic,1.00,0.95,0.95,9
71305,PR_Hispanic,0.75,0.29,0.29,10
72828,PR_Hispanic,0.18,0.63,0.63,1
72828,PR_Hispanic,0.95,0.85,0.85,4
72828,PR_Hispanic,0.52,0.79,0.79,5
72828,PR_Hispanic,0.42,0.93,0.93,6
72828,PR_Hispanic,0.40,0.93,0.93,7
72828,PR_Hispanic,0.28,0.83,0.83,8
72828,PR_Hispanic,0.50,0.29,0.29,10
75346,PR_Hispanic,0.20,0.63,0.63,1
75346,PR_Hispanic,1.00,0.67,0.67,2
75346,PR_Hispanic,1.00,0.54,0.54,3
75346,PR_Hispanic,0.43,0.29,0.29,10
77089,PR_Hispanic,0.38,0.63,0.63,1
77089,PR_Hispanic,0.82,0.85,0.85,4
77089,PR_Hispanic,0.53,0.79,0.79,5
77089,PR_Hispanic,0.81,0.93,0.93,6
77089,PR_Hispanic,0.50,0.93,0.93,7
77089,PR_Hispanic,0.69,0.83,0.83,8
77089,PR_Hispanic,0.50,0.95,0.95,9
77089,PR_Hispanic,0.14,0.29,0.29,10
